price,title,url
"Rs 14,500",Xbox 360 updated with 20GB HDD,https://www.olx.com.pk/item/xbox-360-updated-with-20gb-hdd-IDWMONv.html
"Rs 11,000",Xim4 for ps4 and xboxone,https://www.olx.com.pk/item/xim4-for-ps4-and-xboxone-IDWIMTY.html
"Rs 3,000",PLAYSTATION Eagl3 AK-300 Battle Rifle PS3 Move Controller - for all PL,https://www.olx.com.pk/item/playstation-eagl3-ak-300-battle-rifle-ps3-move-controller-for-all-pl-IDWt7re.html
"Rs 2,500",Exchange Ps4 Call of Duty Black Ops3 new Condition,https://www.olx.com.pk/item/exchange-ps4-call-of-duty-black-ops3-new-condition-IDWzzws.html
"Rs 19,500",Ps3 super slim 500gb jailbreak,https://www.olx.com.pk/item/ps3-super-slim-500gb-jailbreak-IDWLQ08.html
"Rs 15,000",Sony play station 2,https://www.olx.com.pk/item/sony-play-station-2-IDW6LKI.html
"Rs 3,000",Ps3...3 Hit games for Sale,https://www.olx.com.pk/item/ps3-3-hit-games-for-sale-IDWMOXj.html
"Rs 1,500",Gold playing cards,https://www.olx.com.pk/item/gold-playing-cards-IDWaSAM.html
"Rs 2,500",Selling NBA 2k17,https://www.olx.com.pk/item/selling-nba-2k17-IDWMP3D.html
Rs 100,Pc Games in Hard and Laptops,https://www.olx.com.pk/item/pc-games-in-hard-and-laptops-IDWMLlZ.html
"Rs 6,000",My sony play station 2,https://www.olx.com.pk/item/my-sony-play-station-2-IDWMPat.html
"Rs 2,500",Wii nintendo 2 game console,https://www.olx.com.pk/item/wii-nintendo-2-game-console-IDWMPcd.html
"Rs 60,000",Sony VR bundle + GT racing only at MY GAMES !,https://www.olx.com.pk/item/sony-vr-bundle-gt-racing-only-at-my-games-IDWKHH7.html
"Rs 13,500",Ps4 data bank + 3tb hdd in best price only at MY GAMES !,https://www.olx.com.pk/item/ps4-data-bank-3tb-hdd-in-best-price-only-at-my-games-IDWKBNH.html
"Rs 4,000",Xbox360 video game,https://www.olx.com.pk/item/xbox360-video-game-IDWMPdl.html
"Rs 5,400",New and used games for ps4 at MY GAMES !,https://www.olx.com.pk/item/new-and-used-games-for-ps4-at-my-games-IDWlEJr.html
"Rs 15,000",X BOX 360 FOR SALE in mint condition,https://www.olx.com.pk/item/x-box-360-for-sale-in-mint-condition-IDWMOrX.html
Rs 600,Xbox 360 games 100% original (dead island & borderlands pre sequel),https://www.olx.com.pk/item/xbox-360-games-100-original-dead-island-borderlands-pre-sequel-IDWLftR.html
Rs 500,Fifa 15 Ps4,https://www.olx.com.pk/item/fifa-15-ps4-IDWMOr3.html
"Rs 1,199",Item# 113: JBL Charge2+ Bluetooth Speaker,https://www.olx.com.pk/item/item-113-jbl-charge2-bluetooth-speaker-IDWK5zj.html
"Rs 1,200",Logitech sound bar,https://www.olx.com.pk/item/logitech-sound-bar-IDWMNRk.html
"Rs 14,000",Playstation 3 Jailbreak guaranteed no fault,https://www.olx.com.pk/item/playstation-3-jailbreak-guaranteed-no-fault-IDWrT2E.html
"Rs 23,000",Xbox 360 jtag 250gb,https://www.olx.com.pk/item/xbox-360-jtag-250gb-IDWMNPR.html
"Rs 21,000",Xbox one (500 gb),https://www.olx.com.pk/item/xbox-one-500-gb-IDWpEch.html
"Rs 30,000",Ps4 slim 500gb,https://www.olx.com.pk/item/ps4-slim-500gb-IDWfOIy.html
Rs 100,Need To Exchange Game From Good Titles,https://www.olx.com.pk/item/need-to-exchange-game-from-good-titles-IDWMNSA.html
"Rs 2,200",Uncharted 4 (PS4),https://www.olx.com.pk/item/uncharted-4-ps4-IDWMNYr.html
"Rs 3,000",Microsoft xbox one headphone with adapter,https://www.olx.com.pk/item/microsoft-xbox-one-headphone-with-adapter-IDWybdI.html
Rs 999,Item# 111: Beats Box Portable Bluetooth Speaker,https://www.olx.com.pk/item/item-111-beats-box-portable-bluetooth-speaker-IDWK5nD.html
"Rs 2,000",Metal Gear Solid - The Phantom Pain,https://www.olx.com.pk/item/metal-gear-solid-the-phantom-pain-IDWMO25.html
Rs 300,"Pc Games Available Installed Or Setup ,100% working",https://www.olx.com.pk/item/pc-games-available-installed-or-setup-100-working-IDWqX9a.html
"Rs 8,000",Ps3 super slim (500gb),https://www.olx.com.pk/item/ps3-super-slim-500gb-IDWMHuS.html
Rs 700,Marshmallow is designed for comfort earphone,https://www.olx.com.pk/item/marshmallow-is-designed-for-comfort-earphone-IDTVXtw.html
"Rs 18,500",Ps3 jailbreaked with 2 controller 500 gb exchange with xbox 360,https://www.olx.com.pk/item/ps3-jailbreaked-with-2-controller-500-gb-exchange-with-xbox-360-IDWMO2Z.html
"Rs 12,000",Play station 3,https://www.olx.com.pk/item/play-station-3-IDWMO8B.html
Rs 650,HDMI to VGA converter with sound,https://www.olx.com.pk/item/hdmi-to-vga-converter-with-sound-IDWzvdy.html
Rs 300,Battlefield 1 PC Game pirated,https://www.olx.com.pk/item/battlefield-1-pc-game-pirated-IDWqXaV.html
"Rs 20,000",Ps3 ultra slim 320 gb original with 2 games,https://www.olx.com.pk/item/ps3-ultra-slim-320-gb-original-with-2-games-IDWMNJn.html
"Rs 2,500",Xbox 360 power supply brick fat and slim,https://www.olx.com.pk/item/xbox-360-power-supply-brick-fat-and-slim-IDWMOmD.html
"Rs 6,000",PS3 move with one blu ray,https://www.olx.com.pk/item/ps3-move-with-one-blu-ray-IDWMMDT.html
"Rs 18,000",Ps3 320gb modified,https://www.olx.com.pk/item/ps3-320gb-modified-IDWJmBq.html
"Rs 26,000",Ps4 1106a series,https://www.olx.com.pk/item/ps4-1106a-series-IDWMMCi.html
"Rs 8,500",Xboxx 360 LT in good condition power lens,https://www.olx.com.pk/item/xboxx-360-lt-in-good-condition-power-lens-IDWmSDs.html
"Rs 4,000",Playstation 2 slim,https://www.olx.com.pk/item/playstation-2-slim-IDWLSng.html
"Rs 6,000",PlayStation2 with seven free CDs,https://www.olx.com.pk/item/playstation2-with-seven-free-cds-IDWLywK.html
"Rs 2,500",XBox 360 wireless remote Original,https://www.olx.com.pk/item/xbox-360-wireless-remote-original-IDWMMQR.html
"Rs 15,500",Sony PS3 Slim In Excellent Conditon,https://www.olx.com.pk/item/sony-ps3-slim-in-excellent-conditon-IDWK75I.html
"Rs 4,000",Samsung VR gear,https://www.olx.com.pk/item/samsung-vr-gear-IDWDxex.html
"Rs 9,999",Website Design & Development WordPress Web Development,https://www.olx.com.pk/item/website-design-development-wordpress-web-development-IDWMN45.html
"Rs 10,000","Ps4 account for sale with 9 months of online and 15 games for 10,000",https://www.olx.com.pk/item/ps4-account-for-sale-with-9-months-of-online-and-15-games-for-10-000-IDWMMXc.html
"Rs 16,500",PlayStation 3 jailbroken black,https://www.olx.com.pk/item/playstation-3-jailbroken-black-IDWMN5Z.html
Rs 600,Fifa 14 for ps3,https://www.olx.com.pk/item/fifa-14-for-ps3-IDWMN5e.html
Rs 800,PS3 Games (Exchangeable),https://www.olx.com.pk/item/ps3-games-exchangeable-IDWLvtC.html
Rs 500,Fifa 11 for ps 3,https://www.olx.com.pk/item/fifa-11-for-ps-3-IDWMN78.html
"Rs 2,499",XBox 360 wireless Remote,https://www.olx.com.pk/item/xbox-360-wireless-remote-IDWMN0N.html
"Rs 25,000",PlayStation 3 500 gb in black wth 2 controller nd 10 mst wntd games..,https://www.olx.com.pk/item/playstation-3-500-gb-in-black-wth-2-controller-nd-10-mst-wntd-games-IDWMNbO.html
"Rs 8,500",Nintendo Wii original in great condition,https://www.olx.com.pk/item/nintendo-wii-original-in-great-condition-IDWMNdD.html
"Rs 28,000",Xbox one with kienat original conditions,https://www.olx.com.pk/item/xbox-one-with-kienat-original-conditions-IDWMNcf.html
Rs 700,Fifa 15 for ps 3,https://www.olx.com.pk/item/fifa-15-for-ps-3-IDWMN9D.html
"Rs 5,000",Place station portable(psp),https://www.olx.com.pk/item/place-station-portablepsp-IDWMNhZ.html
"Rs 1,400",Ps4 Dvd 10/10 Condition,https://www.olx.com.pk/item/ps4-dvd-10-10-condition-IDWK8lb.html
"Rs 4,500",Sony Play station 2 - ps2,https://www.olx.com.pk/item/sony-play-station-2-ps2-IDWMMnV.html
"Rs 2,500",75 PS2 Games CDS Collection. The best games,https://www.olx.com.pk/item/75-ps2-games-cds-collection-the-best-games-IDW2aPW.html
"Rs 6,500",Playstation 2 in lush condition,https://www.olx.com.pk/item/playstation-2-in-lush-condition-IDWHo8H.html
"Rs 28,000",1206a Suscseul Ps4 Model 500gb Uk With Boxe Accessories Region 2,https://www.olx.com.pk/item/1206a-suscseul-ps4-model-500gb-uk-with-boxe-accessories-region-2-IDWMLUA.html
"Rs 13,000",Ps3 gamw 500 gb,https://www.olx.com.pk/item/ps3-gamw-500-gb-IDWL2D0.html
Rs 150,Movies dvd Bollywood,https://www.olx.com.pk/item/movies-dvd-bollywood-IDWMLYk.html
Rs 300,Ps3 any model jailbreak avalaible with 10 game,https://www.olx.com.pk/item/ps3-any-model-jailbreak-avalaible-with-10-game-IDWGQPt.html
"Rs 2,000",Ps2 phat for Sell,https://www.olx.com.pk/item/ps2-phat-for-sell-IDWLmnp.html
"Rs 1,500",Farcry 4 Ps4 Game Disc,https://www.olx.com.pk/item/farcry-4-ps4-game-disc-IDWK7mb.html
Rs 600,Ps3 Games (original),https://www.olx.com.pk/item/ps3-games-original-IDWz1Xl.html
"Rs 5,400",Wii Nintendo Game,https://www.olx.com.pk/item/wii-nintendo-game-IDWM0qE.html
"Rs 15,000",Ps3 Brought from Uk London in luxh condition,https://www.olx.com.pk/item/ps3-brought-from-uk-london-in-luxh-condition-IDWM2sC.html
"Rs 5,500",Orignal Guitar for sale,https://www.olx.com.pk/item/orignal-guitar-for-sale-IDWM0OT.html
"Rs 1,500",Gameboy Advance SP in Cheap price,https://www.olx.com.pk/item/gameboy-advance-sp-in-cheap-price-IDWM0Ct.html
"Rs 30,000",Plastation 3,https://www.olx.com.pk/item/plastation-3-IDWM0N9.html
"Rs 2,500",Xbox 360 controller,https://www.olx.com.pk/item/xbox-360-controller-IDWM0kh.html
"Rs 2,000",Batman ps3 game cd,https://www.olx.com.pk/item/batman-ps3-game-cd-IDWMjZB.html
"Rs 2,000",Batman ps3 game,https://www.olx.com.pk/item/batman-ps3-game-IDWMjXV.html
"Rs 1,200",Gta v social club account,https://www.olx.com.pk/item/gta-v-social-club-account-IDWMjOs.html
"Rs 7,000",Sony Psp 3003,https://www.olx.com.pk/item/sony-psp-3003-IDWMM6k.html
"Rs 22,000",PlayStation 3 Slim - 160GB - with games,https://www.olx.com.pk/item/playstation-3-slim-160gb-with-games-IDWMJGn.html
"Rs 2,700",Rise of the Tomb raider book edition ps4,https://www.olx.com.pk/item/rise-of-the-tomb-raider-book-edition-ps4-IDWMJUw.html
Rs 800,"Ps2 orignal controller , 8 games , one 8gb memory card",https://www.olx.com.pk/item/ps2-orignal-controller-8-games-one-8gb-memory-card-IDWHLyB.html
"Rs 15,000",Ps3 gb500 jailbreak all exclusive installed,https://www.olx.com.pk/item/ps3-gb500-jailbreak-all-exclusive-installed-IDWHcEb.html
Rs 400,Charger Xbox360,https://www.olx.com.pk/item/charger-xbox360-IDWIaTi.html
"Rs 1,200",Driving club,https://www.olx.com.pk/item/driving-club-IDWDWYU.html
"Rs 1,199",AnyCast WiFi Display Dongle 1080P HDMI,https://www.olx.com.pk/item/anycast-wifi-display-dongle-1080p-hdmi-IDWMK1c.html
"Rs 1,500",Assassin's Creed Unity,https://www.olx.com.pk/item/assassins-creed-unity-IDWCDL3.html
"Rs 14,000",X box 360 console,https://www.olx.com.pk/item/x-box-360-console-IDWDZpQ.html
"Rs 1,000",Uncharted 2 for ps3 playstation 3 for sale or EXCHANGE WITH UNCHARTED,https://www.olx.com.pk/item/uncharted-2-for-ps3-playstation-3-for-sale-or-exchange-with-uncharted-IDWGMMM.html
"Rs 2,800",Forza horizon xbox 360,https://www.olx.com.pk/item/forza-horizon-xbox-360-IDWMKkK.html
"Rs 13,500",Ps3 original super slim.,https://www.olx.com.pk/item/ps3-original-super-slim-IDWJEh9.html
"Rs 7,500",Psp Street with 16 GB card (Read add),https://www.olx.com.pk/item/psp-street-with-16-gb-card-read-add-IDWKUpE.html
"Rs 3,500",Wii Sport Kit Pack All in 1 Third party Accessories,https://www.olx.com.pk/item/wii-sport-kit-pack-all-in-1-third-party-accessories-IDWJvvK.html
"Rs 1,000",Home threat speaker frame for sale read discription,https://www.olx.com.pk/item/home-threat-speaker-frame-for-sale-read-discription-IDWMKBx.html
"Rs 4,500",DualShock 4 Wireless Controller for PlayStation 4 - Jet Black,https://www.olx.com.pk/item/dualshock-4-wireless-controller-for-playstation-4-jet-black-IDWGBjx.html
"Rs 16,700",PlayStation 3,https://www.olx.com.pk/item/playstation-3-IDWJ8BS.html
"Rs 8,000",Nintendo 3DS *Hacked* with 32GB Class 10 Card full of Games,https://www.olx.com.pk/item/nintendo-3ds-hacked-with-32gb-class-10-card-full-of-games-IDWMKBK.html
"Rs 4,349","BRAND NEW Mp-5 player ,(handheld game players) new mp-5-- white",https://www.olx.com.pk/item/brand-new-mp-5-player-handheld-game-players-new-mp-5-white-IDWDsgr.html
Rs 400,Black ops and fight night champion Ps3,https://www.olx.com.pk/item/black-ops-and-fight-night-champion-ps3-IDWKXon.html
"Rs 21,000",Xbox One (500 GB),https://www.olx.com.pk/item/xbox-one-500-gb-IDWIZwN.html
"Rs 1,800",Ps3 nfs most wanted good condition,https://www.olx.com.pk/item/ps3-nfs-most-wanted-good-condition-IDWhgnx.html
"Rs 1,799",Mortal kombat x for sale Ps4 game karachi,https://www.olx.com.pk/item/mortal-kombat-x-for-sale-ps4-game-karachi-IDWMIfa.html
"Rs 16,000",Xbox 360 Ultra Slim E 250GB,https://www.olx.com.pk/item/xbox-360-ultra-slim-e-250gb-IDWMr5E.html
"Rs 2,500",PS3 games cd,https://www.olx.com.pk/item/ps3-games-cd-IDWIs3o.html
"Rs 29,500",Ps4 500gb Jet Black,https://www.olx.com.pk/item/ps4-500gb-jet-black-IDWMIhq.html
Rs 300,Ps3 jailbreak game all model support,https://www.olx.com.pk/item/ps3-jailbreak-game-all-model-support-IDWGCzz.html
Rs 900,Ps3 controller Used,https://www.olx.com.pk/item/ps3-controller-used-IDWKxqc.html
"Rs 7,000",X box game,https://www.olx.com.pk/item/x-box-game-IDWMItn.html
"Rs 2,500",Xbox one call of duty infinate warfare mafia 3 resident evil watch dog,https://www.olx.com.pk/item/xbox-one-call-of-duty-infinate-warfare-mafia-3-resident-evil-watch-dog-IDWMIzp.html
"Rs 30,000",Sound System,https://www.olx.com.pk/item/sound-system-IDWGz9V.html
"Rs 1,000",PWM 20 A 12 v / 24 v Charge Controller for 12 and 24 v Solar Panels,https://www.olx.com.pk/item/pwm-20-a-12-v-24-v-charge-controller-for-12-and-24-v-solar-panels-IDW4MQ5.html
"Rs 3,000",Gaming headset - VENOM XT with vibration,https://www.olx.com.pk/item/gaming-headset-venom-xt-with-vibration-IDUyeiK.html
"Rs 7,500",Sony psp new condition,https://www.olx.com.pk/item/sony-psp-new-condition-IDWMII7.html
"Rs 1,000",XBOX 360 Original DVD Fifa16 game,https://www.olx.com.pk/item/xbox-360-original-dvd-fifa16-game-IDWbwGA.html
"Rs 1,000",Ps3 game Splinter Cell Blacklist,https://www.olx.com.pk/item/ps3-game-splinter-cell-blacklist-IDWjBa8.html
"Rs 3,000",AUSDOM Wireless Headset Model no:M07,https://www.olx.com.pk/item/ausdom-wireless-headset-model-nom07-IDWnrS4.html
"Rs 1,200",W2k16 wreslting,https://www.olx.com.pk/item/w2k16-wreslting-IDWMHMO.html
"Rs 2,500",Used games for PS3 Available at MY GAMES !,https://www.olx.com.pk/item/used-games-for-ps3-available-at-my-games-IDWB5R0.html
"Rs 1,800",Games Xbox one 1,https://www.olx.com.pk/item/games-xbox-one-1-IDWLltP.html
Rs 399,Ps3 games cds,https://www.olx.com.pk/item/ps3-games-cds-IDWGMNU.html
"Rs 4,000",New and used Ps4 Gmz. plz read ad.,https://www.olx.com.pk/item/new-and-used-ps4-gmz-plz-read-ad-IDUCq9d.html
"Rs 19,500",JASPER 120GB Xbox360 ( LIMITED EDITION ) Jtag only at MY GAMES !,https://www.olx.com.pk/item/jasper-120gb-xbox360-limited-edition-jtag-only-at-my-games-IDWDgAZ.html
"Rs 12,900","Brand New Ps2 , Limited Offers, Best Prices Only At My Games !",https://www.olx.com.pk/item/brand-new-ps2-limited-offers-best-prices-only-at-my-games-IDWorpk.html
"Rs 3,800",360 original games .PAL only at MY GAMES !,https://www.olx.com.pk/item/360-original-games-pal-only-at-my-games-IDWwvST.html
"Rs 35,500",New arrivals in Microsoft Xbox1 s at MY GAMES !,https://www.olx.com.pk/item/new-arrivals-in-microsoft-xbox1-s-at-my-games-IDWFXEp.html
"Rs 3,499",Multimedia HD Psp Mp5 Camera - 4GB - 9999 Games Built In,https://www.olx.com.pk/item/multimedia-hd-psp-mp5-camera-4gb-9999-games-built-in-IDUXz0S.html
"Rs 26,500",PS3 Jalbrk 500gb and 160gb ava at MY Games.,https://www.olx.com.pk/item/ps3-jalbrk-500gb-and-160gb-ava-at-my-games-IDUvpbj.html
"Rs 1,800",FIFA 16 for PS4 Great Condition,https://www.olx.com.pk/item/fifa-16-for-ps4-great-condition-IDWzHuE.html
"Rs 23,000",Latest model ps3 modified ! Plz contact us !,https://www.olx.com.pk/item/latest-model-ps3-modified-plz-contact-us-IDWcp7b.html
"Rs 56,000",Original US Imported New PS4 PRO BoxPacked Better Then XBox One n More,https://www.olx.com.pk/item/original-us-imported-new-ps4-pro-boxpacked-better-then-xbox-one-n-more-IDWMHsS.html
"Rs 5,000",Fifa 18 PS4 brand new condition.,https://www.olx.com.pk/item/fifa-18-ps4-brand-new-condition-IDWLJxd.html
"Rs 11,500",Kinect for xbox360 . call me and take it.,https://www.olx.com.pk/item/kinect-for-xbox360-call-me-and-take-it-IDTUYXX.html
"Rs 32,000",250gb xbox360 latest model j tech,https://www.olx.com.pk/item/250gb-xbox360-latest-model-j-tech-IDTBqsX.html
"Rs 2,800",Huge Cream of used Ps4 Games ! Only at MY GAMES !,https://www.olx.com.pk/item/huge-cream-of-used-ps4-games-only-at-my-games-IDWGi9m.html
"Rs 74,800",Bahria phase 7 Sony VR Launch bundle !,https://www.olx.com.pk/item/bahria-phase-7-sony-vr-launch-bundle-IDWaLXv.html
"Rs 71,000",Xbox ONE X ava on Installments ! at MY GAMES !,https://www.olx.com.pk/item/xbox-one-x-ava-on-installments-at-my-games-IDWGqCG.html
"Rs 37,000",Sony Ps4 slim Play Station cuh2115b,https://www.olx.com.pk/item/sony-ps4-slim-play-station-cuh2115b-IDWLjWs.html
"Rs 6,200",New Sony PS4 Original Controller PinPacked,https://www.olx.com.pk/item/new-sony-ps4-original-controller-pinpacked-IDWMHzy.html
"Rs 30,000",Ps4 slim brand new condition almost new,https://www.olx.com.pk/item/ps4-slim-brand-new-condition-almost-new-IDWMyuG.html
"Rs 30,000",PlayStation 4 500gb 12xx Latest Series With Money Return PS4 Warranty,https://www.olx.com.pk/item/playstation-4-500gb-12xx-latest-series-with-money-return-ps4-warranty-IDWanC3.html
"Rs 22,000",Sony Playstation 3 JailBreak 160gb With PS3 Money Back Return Warranty,https://www.olx.com.pk/item/sony-playstation-3-jailbreak-160gb-with-ps3-money-back-return-warranty-IDWbhxF.html
"Rs 5,500",Astro A40 Mod kit TR Green,https://www.olx.com.pk/item/astro-a40-mod-kit-tr-green-IDWMGYa.html
"Rs 4,000",Nintendo wii soft modified running perfect,https://www.olx.com.pk/item/nintendo-wii-soft-modified-running-perfect-IDWtJU1.html
"Rs 4,000",Destiny 2 ps4 game,https://www.olx.com.pk/item/destiny-2-ps4-game-IDWMGH6.html
"Rs 16,000",80gb Full of 5 Games With Return Warranty PS3 Complete Accessories,https://www.olx.com.pk/item/80gb-full-of-5-games-with-return-warranty-ps3-complete-accessories-IDW8WdZ.html
"Rs 5,000",Xbox360 16gp harddisk,https://www.olx.com.pk/item/xbox360-16gp-harddisk-IDWF5qE.html
"Rs 1,600",PS3 New 1st Copy Controller PinPacked,https://www.olx.com.pk/item/ps3-new-1st-copy-controller-pinpacked-IDW8jWF.html
"Rs 4,800",Sony PSP with 2gb card,https://www.olx.com.pk/item/sony-psp-with-2gb-card-IDWoPeF.html
"Rs 7,000",I am selling my PS2 with 4 orignal games and 3 controllers and M.C,https://www.olx.com.pk/item/i-am-selling-my-ps2-with-4-orignal-games-and-3-controllers-and-m-c-IDWMGLS.html
"Rs 13,500",Xbox 360 Modded With Money Return Warranty Better Then PS3,https://www.olx.com.pk/item/xbox-360-modded-with-money-return-warranty-better-then-ps3-IDWanvn.html
"Rs 3,800",Destiny Official Titan Figure,https://www.olx.com.pk/item/destiny-official-titan-figure-IDWzDf6.html
"Rs 28,000",PS4 500gb in Good Condition With Warranty n Complete Stuff,https://www.olx.com.pk/item/ps4-500gb-in-good-condition-with-warranty-n-complete-stuff-IDW8jMz.html
"Rs 32,000",Sony Original PS4 500gb With Complete Accessories and Return Warranty,https://www.olx.com.pk/item/sony-original-ps4-500gb-with-complete-accessories-and-return-warranty-IDWzK1U.html
Rs 200,Ps3 pes 2018 install non jail break.slim & ultra slim,https://www.olx.com.pk/item/ps3-pes-2018-install-non-jail-break-slim-ultra-slim-IDWz5sJ.html
"Rs 17,000",Xbox 360 slim 250 gb,https://www.olx.com.pk/item/xbox-360-slim-250-gb-IDWMGXj.html
Rs 200,Ps3 games installation ultra slim and slim any model,https://www.olx.com.pk/item/ps3-games-installation-ultra-slim-and-slim-any-model-IDWnS5E.html
Rs 900,Play Station 3 GTA 5,https://www.olx.com.pk/item/play-station-3-gta-5-IDWMGYl.html
Rs 200,Ps3 games installation any model,https://www.olx.com.pk/item/ps3-games-installation-any-model-IDWBgox.html
"Rs 24,000",320gb Full Of Games Like New PS3 With Complete Stuff and Warranty,https://www.olx.com.pk/item/320gb-full-of-games-like-new-ps3-with-complete-stuff-and-warranty-IDW8Wie.html
"Rs 15,000",Biomatric Access control complete system,https://www.olx.com.pk/item/biomatric-access-control-complete-system-IDWwCrh.html
"Rs 4,500",Ps4 joystick original new,https://www.olx.com.pk/item/ps4-joystick-original-new-IDWHqcv.html
"Rs 3,000",Watch dogs 2 - Xbox one,https://www.olx.com.pk/item/watch-dogs-2-xbox-one-IDWMH3e.html
"Rs 3,500",360 original Gmz at MY GAMES !,https://www.olx.com.pk/item/360-original-gmz-at-my-games-IDWJoV9.html
"Rs 1,499",Street Fighter 5,https://www.olx.com.pk/item/street-fighter-5-IDWyFC1.html
"Rs 30,000",Original Playstation 4 With Complete PS4 Accessories n Return Warranty,https://www.olx.com.pk/item/original-playstation-4-with-complete-ps4-accessories-n-return-warranty-IDWLBxf.html
"Rs 3,500",RC System SIM Transmitter & Flight Simulator USB RCSIM06,https://www.olx.com.pk/item/rc-system-sim-transmitter-flight-simulator-usb-rcsim06-IDWvGh7.html
"Rs 39,000",Xbox one 500GB Quantum Break,https://www.olx.com.pk/item/xbox-one-500gb-quantum-break-IDWMFz8.html
"Rs 2,300",Ps3 move+camera,https://www.olx.com.pk/item/ps3-move-camera-IDWHquZ.html
"Rs 3,400",Fifa17 and ac black flag,https://www.olx.com.pk/item/fifa17-and-ac-black-flag-IDWMFzU.html
"Rs 11,000",Dell Gaming 24 Ips Fhd Borderless Led for ps4 and xbox one,https://www.olx.com.pk/item/dell-gaming-24-ips-fhd-borderless-led-for-ps4-and-xbox-one-IDWI72p.html
Rs 700,P.C Games DVD'S,https://www.olx.com.pk/item/p-c-games-dvds-IDWMFAI.html
"Rs 17,000",Dell UltraSharp Borderless 24 Infinity Edge Gaming Monitor: U2417H PS4,https://www.olx.com.pk/item/dell-ultrasharp-borderless-24-infinity-edge-gaming-monitor-u2417h-ps4-IDWKnjV.html
"Rs 35,000",Xbox 360 250GB,https://www.olx.com.pk/item/xbox-360-250gb-IDWMFAO.html
Rs 700,Pinball game white.,https://www.olx.com.pk/item/pinball-game-white-IDU0QDT.html
"Rs 13,000",PlayStation 3 slim 320GB,https://www.olx.com.pk/item/playstation-3-slim-320gb-IDWMFCA.html
"Rs 1,000",Nintendo DS - DSi - DS Lite Games Styles.,https://www.olx.com.pk/item/nintendo-ds-dsi-ds-lite-games-styles-IDWGN2u.html
"Rs 1,100",T8 Remax Bluetooth Handsfree White Colour,https://www.olx.com.pk/item/t8-remax-bluetooth-handsfree-white-colour-IDWegol.html
"Rs 10,500",SYMA X5C RC 6-Axis Remote Control Quadcopter With 2MP Camera HD,https://www.olx.com.pk/item/syma-x5c-rc-6-axis-remote-control-quadcopter-with-2mp-camera-hd-IDWdFYR.html
"Rs 14,000",Nintendo Wii Model RVL-001 (EUR),https://www.olx.com.pk/item/nintendo-wii-model-rvl-001-eur-IDWvMn7.html
"Rs 3,500",TRNDlabs SKEYE Nano Drone RC Mini Quadcopter RTF,https://www.olx.com.pk/item/trndlabs-skeye-nano-drone-rc-mini-quadcopter-rtf-IDUSt8T.html
"Rs 23,500",GPD XD 5 Inch Android4.4 Gamepad 2GB/32GB RK3288 Quad Core 1.8GHz Hand,https://www.olx.com.pk/item/gpd-xd-5-inch-android4-4-gamepad-2gb-32gb-rk3288-quad-core-1-8ghz-hand-IDWJBTj.html
"Rs 2,800",Cheerson CX-10D CX10D Mini 2.4G 4-axis with High Hold Mode LED RC Quad,https://www.olx.com.pk/item/cheerson-cx-10d-cx10d-mini-2-4g-4-axis-with-high-hold-mode-led-rc-quad-IDWIgZm.html
"Rs 2,300",JBL Charge3+ Bluetooth Speaker,https://www.olx.com.pk/item/jbl-charge3-bluetooth-speaker-IDWdorl.html
"Rs 4,500",Assassins creed origins Xbox one,https://www.olx.com.pk/item/assassins-creed-origins-xbox-one-IDWKNjz.html
"Rs 1,450",Ur Beats Wireless Bluetooth Handsfree 4.0,https://www.olx.com.pk/item/ur-beats-wireless-bluetooth-handsfree-4-0-IDWegu8.html
"Rs 2,500",Ps4 popular games,https://www.olx.com.pk/item/ps4-popular-games-IDWMG3L.html
"Rs 1,500",Call Of duty Advanced warfare,https://www.olx.com.pk/item/call-of-duty-advanced-warfare-IDWMG1q.html
"Rs 1,700",Gta5 for ps3,https://www.olx.com.pk/item/gta5-for-ps3-IDWvCjE.html
Rs 899,Mobile Joystick Game Stick Controller in Pakistan,https://www.olx.com.pk/item/mobile-joystick-game-stick-controller-in-pakistan-IDWuoaD.html
"Rs 1,000",Fifa 15 ps4,https://www.olx.com.pk/item/fifa-15-ps4-IDWI11T.html
Rs 800,Dark Souls Xbox One and Xbox 360 Game Digital Code Card,https://www.olx.com.pk/item/dark-souls-xbox-one-and-xbox-360-game-digital-code-card-IDWK7ze.html
"Rs 30,000",Ps 4 brand new box pack,https://www.olx.com.pk/item/ps-4-brand-new-box-pack-IDWMEPs.html
Rs 100,Flex Back Light Board Printing,https://www.olx.com.pk/item/flex-back-light-board-printing-IDWFhIF.html
"Rs 3,500",Tekken 7 ps4,https://www.olx.com.pk/item/tekken-7-ps4-IDWMESm.html
Rs 200,Pc games setup complete updated.,https://www.olx.com.pk/item/pc-games-setup-complete-updated-IDWDYp3.html
"Rs 30,000",Xbox One 500gb (used),https://www.olx.com.pk/item/xbox-one-500gb-used-IDWEvnf.html
"Rs 1,000",Selling top ps3 games,https://www.olx.com.pk/item/selling-top-ps3-games-IDWJQsn.html
"Rs 4,000","4 PS3 Blu-Ray Games Just In 4,000",https://www.olx.com.pk/item/4-ps3-blu-ray-games-just-in-4-000-IDWMF05.html
Rs 998,Max payne 3 -ps3,https://www.olx.com.pk/item/max-payne-3-ps3-IDWIjkv.html
"Rs 1,250",Castlevania MGS Wonderbook And More PS3 Games,https://www.olx.com.pk/item/castlevania-mgs-wonderbook-and-more-ps3-games-IDWKZl1.html
